id,task,day,employee,complexity,clarity,time,train
id9045,d,d,d,0.922,0.57,,0
id9046,b,e,d,0.514,0.647,577.151,1
id9047,a,c,f,0.73,0.379,,0
id9048,c,e,d,0.116,0.692,,0
id9049,d,b,g,0.417,0.363,315.72,1
id9050,g,c,j,0.351,0.575,,0
id9051,a,b,i,0.777,0.507,,0
id9052,e,e,a,0.689,0.504,241.787,1
id9053,e,d,g,0.625,0.429,285.105,1
id9054,d,a,i,0.501,0.34,199.515,1
id9055,h,b,e,0.627,0.539,186.354,1
id9056,f,c,j,0.502,0.684,233.133,1
id9057,f,e,b,0.566,0.571,313.282,1
id9058,g,d,j,0.532,0.317,,0
id9059,g,b,e,0.897,0.366,,0
id9060,f,e,c,0.865,0.273,329.997,1
id9061,b,e,b,0.494,0.33,,0
id9062,b,e,g,0.244,0.517,244.735,1
id9063,b,e,d,0.395,0.434,,0
id9064,b,c,h,0.491,0.543,,0
id9065,c,b,c,0.611,0.499,,0
id9066,a,e,c,0.716,0.361,,0
id9067,f,b,d,0.742,0.499,236.381,1
id9068,h,e,f,0.308,0.597,182.843,1
id9069,b,e,h,0.519,0.583,,0
id9070,h,b,a,0.433,0.657,213.617,1
id9071,e,c,e,0.508,0.636,,0
id9072,b,c,j,0.293,0.473,318.875,1
id9073,g,e,f,0.302,0.612,,0
id9074,c,c,e,0.147,0.607,87.786,1
id9075,b,d,e,0.531,0.571,,0
id9076,f,a,b,0.676,0.446,,0
id9077,f,e,h,0.915,0.297,,0
id9078,d,d,d,0.824,0.385,304.778,1
id9079,g,b,i,0.078,0.654,210.277,1
id9080,g,b,i,0.6,0.584,,0
id9081,f,c,f,0.352,0.475,,0
id9082,c,e,c,0.509,0.534,,0
id9083,f,d,c,0.564,0.661,217.064,1
id9084,e,d,d,0.917,0.444,264.345,1
id9085,a,e,i,0.568,0.597,,0
id9086,c,e,h,0.2,0.438,174.625,1
id9087,b,e,a,0.668,0.597,264.801,1
id9088,g,c,j,0.811,0.313,303.356,1
id9089,e,d,h,0.79,0.317,433.541,1
id9090,f,b,c,0.594,0.461,,0
id9091,f,a,g,0.411,0.666,190.802,1
id9092,b,b,a,0.292,0.389,299.828,1
id9093,h,d,c,0.474,0.664,,0
id9094,g,c,f,0.259,0.34,238.86,1
id9095,b,e,c,0.75,0.474,,0
id9096,g,e,g,0.496,0.48,,0
id9097,b,b,e,0.55,0.383,230.473,1
id9098,h,e,a,0.572,0.52,272.453,1
id9099,e,b,i,0.504,0.456,301.599,1
id9100,d,a,d,0.541,0.53,285.723,1
id9101,e,e,d,0.013,0.533,,0
id9102,d,b,a,0.704,0.604,,0
id9103,b,e,c,0.535,0.598,,0
id9104,g,c,c,0.177,0.469,,0
id9105,h,c,g,0.584,0.504,365.647,1
id9106,b,d,j,0.522,0.454,,0
id9107,g,e,j,0.359,0.523,202.55,1
id9108,b,b,j,0.293,0.398,235.693,1
id9109,e,d,i,0.524,0.566,205.54,1
id9110,e,a,f,0.461,0.469,212.992,1
id9111,b,a,h,0.043,0.554,,0
id9112,a,d,j,0.719,0.45,,0
id9113,h,d,b,0.179,0.616,274.928,1
id9114,f,b,d,0.581,0.372,209.246,1
id9115,a,d,i,0.567,0.339,,0
id9116,g,b,i,0.355,0.475,344.772,1
id9117,b,b,f,0.17,0.753,232.738,1
id9118,d,a,b,0.903,0.469,457.913,1
id9119,f,a,a,0.553,0.632,319.002,1
id9120,a,e,h,0.589,0.597,,0
id9121,d,d,h,0.857,0.382,228.9,1
id9122,f,c,b,0.841,0.168,224.251,1
id9123,c,c,e,0.146,0.619,72.871,1
id9124,a,e,g,0.48,0.449,,0
id9125,d,c,g,0.547,0.368,245.288,1
id9126,d,c,i,0.913,0.599,264.022,1
id9127,g,c,f,0.311,0.532,,0
id9128,g,d,i,0.03,0.606,,0
id9129,e,c,g,0.356,0.434,270.033,1
id9130,a,a,a,0.538,0.589,,0
id9131,g,a,b,0.385,0.421,,0
id9132,a,b,i,0.602,0.723,309.769,1
id9133,g,b,e,0.524,0.499,,0
id9134,b,b,h,0.397,0.559,,0
id9135,f,c,j,0.599,0.502,253.759,1
id9136,b,d,e,0.939,0.288,,0
id9137,g,e,f,0.333,0.574,238.127,1
id9138,b,b,d,0.317,0.468,239.096,1
id9139,c,a,b,0.278,0.542,144.906,1
id9140,d,e,c,0.88,0.408,349.24,1
id9141,g,c,i,0.751,0.338,,0
id9142,h,a,e,0.45,0.326,,0
id9143,f,b,c,0.354,0.423,,0
id9144,b,e,h,0.344,0.677,249.659,1
id9145,c,a,g,0.064,0.551,,0
id9146,f,c,f,0.918,0.379,,0
id9147,e,c,h,0.611,0.546,,0
id9148,a,a,g,0.446,0.404,285.012,1
id9149,f,a,a,0.34,0.482,187.78,1
id9150,a,b,j,0.306,0.341,275.066,1
id9151,f,a,e,0.547,0.41,203.338,1
id9152,a,d,a,0.426,0.324,,0
id9153,h,e,f,0.303,0.581,165.89,1
id9154,b,b,h,0.467,0.597,,0
id9155,e,d,c,0.078,0.639,242.965,1
id9156,e,c,j,0.634,0.557,266.166,1
id9157,f,b,d,0.617,0.377,166.839,1
id9158,h,a,e,0.312,0.359,133.525,1
id9159,a,b,g,0.792,0.451,,0
id9160,d,c,d,0.681,0.577,,0
id9161,b,e,e,0.506,0.343,230.666,1
id9162,h,e,f,0.421,0.542,353.557,1
id9163,g,b,f,0.272,0.798,,0
id9164,d,a,a,0.726,0.525,,0
id9165,g,e,e,0.582,0.476,,0
id9166,f,b,c,0.562,0.572,269.136,1
id9167,c,b,e,0.285,0.59,,0
id9168,f,d,i,0.959,0.29,218.562,1
id9169,a,a,e,0.858,0.372,237.182,1
id9170,g,d,e,0.459,0.566,407.773,1
id9171,h,a,j,0.127,0.562,219.741,1
id9172,c,a,d,0.358,0.407,142.736,1
id9173,g,b,h,0.715,0.614,349.672,1
id9174,e,e,b,0.459,0.512,200.571,1
id9175,d,e,h,0.699,0.632,,0
id9176,b,c,g,0.364,0.53,208.09,1
id9177,d,e,j,0.704,0.523,314.816,1
id9178,e,c,b,0.283,0.513,,0
id9179,g,a,d,0.316,0.606,171.031,1
id9180,c,b,e,0.474,0.44,166.054,1
id9181,e,a,h,0.116,0.438,,0
id9182,e,a,f,0.473,0.592,274.124,1
id9183,b,e,d,0.445,0.615,259.091,1
id9184,g,c,d,0.642,0.414,163.255,1
id9185,e,d,b,0.76,0.335,180.144,1
id9186,h,a,e,0.393,0.608,191.267,1
id9187,h,a,h,0.69,0.686,,0
id9188,f,e,i,0.181,0.411,,0
id9189,e,a,d,0.897,0.583,,0
id9190,d,d,i,0.636,0.671,,0
id9191,f,b,d,0.405,0.636,,0
id9192,d,e,j,0.885,0.375,,0
id9193,e,a,d,0.786,0.433,,0
id9194,g,b,d,0.07,0.397,203.574,1
id9195,g,d,f,0.235,0.449,208.04,1
id9196,c,e,i,0.134,0.793,65.726,1
id9197,d,e,g,0.9,0.488,345.216,1
id9198,d,e,i,0.646,0.427,208.322,1
id9199,a,a,h,0.218,0.56,,0
id9200,e,b,h,0.312,0.468,,0
id9201,c,b,f,0.438,0.439,169.386,1
id9202,d,b,b,0.716,0.452,,0
id9203,h,e,j,0.21,0.395,,0
id9204,a,c,b,0.968,0.339,221.056,1
id9205,f,e,h,0.583,0.443,,0
id9206,b,c,a,0.384,0.459,393.355,1
id9207,f,b,e,0.366,0.471,186.45,1
id9208,c,a,f,0.355,0.367,,0
id9209,b,e,c,0.47,0.372,,0
id9210,e,c,g,0.553,0.577,247.084,1
id9211,e,c,f,0.231,0.522,164.768,1
id9212,e,b,j,0.272,0.477,,0
id9213,g,d,b,0.542,0.39,363.759,1
id9214,c,e,d,0.84,0.224,198.492,1
id9215,g,b,a,0.82,0.373,388.084,1
id9216,b,a,g,0.819,0.613,263.235,1
id9217,h,c,a,0.183,0.605,244.439,1
id9218,b,b,j,0.6,0.595,,0
id9219,a,e,d,0.941,0.394,,0
id9220,h,a,g,0.457,0.627,,0
id9221,h,d,i,0.33,0.339,,0
id9222,h,a,f,0.213,0.668,239.071,1
id9223,h,d,c,0.301,0.767,447.921,1
id9224,a,d,i,0.322,0.519,,0
id9225,g,a,c,0.769,0.569,,0
id9226,d,e,f,0.653,0.446,278.799,1
id9227,d,d,d,0.889,0.421,,0
id9228,f,c,a,0.957,0.311,,0
id9229,d,c,e,0.997,0.516,,0
id9230,d,a,a,0.736,0.398,,0
id9231,f,c,c,0.583,0.293,,0
id9232,c,c,j,0.256,0.45,209.018,1
id9233,a,e,d,0.713,0.418,,0
id9234,f,a,a,0.781,0.205,,0
id9235,b,c,a,0.166,0.65,413.992,1
id9236,e,d,j,0.607,0.341,249.382,1
id9237,b,a,j,0.601,0.548,221.35,1
id9238,a,a,c,0.746,0.353,364.6,1
id9239,f,c,a,0.671,0.221,,0
id9240,g,b,a,0.153,0.327,273.719,1
id9241,h,c,g,0.246,0.425,,0
id9242,e,c,i,0.42,0.588,,0
id9243,g,d,b,0.563,0.569,207.955,1
id9244,b,b,d,0.467,0.373,,0
id9245,a,a,d,0.663,0.521,297.161,1
id9246,d,b,b,0.754,0.547,201.574,1
id9247,f,a,b,0.512,0.574,220.589,1
id9248,f,c,g,0.598,0.367,162.222,1
id9249,d,b,a,0.618,0.347,,0
id9250,c,d,f,0.598,0.534,,0
id9251,a,a,e,0.66,0.419,224.344,1
id9252,g,c,h,0.366,0.617,,0
id9253,g,c,a,0.216,0.56,261.857,1
id9254,f,e,e,0.504,0.603,243.664,1
id9255,a,c,g,0.501,0.474,245.856,1
id9256,f,d,e,0.265,0.474,168.381,1
id9257,f,a,e,0.366,0.49,,0
id9258,f,d,h,0.656,0.55,240.21,1
id9259,h,e,b,0.329,0.492,,0
id9260,a,a,d,0.454,0.516,320.466,1
id9261,c,b,d,0.118,0.568,,0
id9262,e,e,b,0.261,0.62,258.243,1
id9263,c,d,i,0.5,0.572,,0
id9264,g,c,g,0.312,0.476,,0
id9265,h,e,g,0.098,0.845,285.558,1
id9266,e,b,g,0.172,0.493,231.542,1
id9267,a,e,h,0.679,0.669,277.659,1
id9268,f,d,b,0.45,0.561,,0
id9269,a,c,c,0.759,0.48,300.312,1
id9270,b,b,c,0.651,0.62,479.309,1
id9271,a,d,a,0.963,0.511,260.552,1
id9272,c,c,g,0.17,0.65,,0
id9273,b,d,g,0.672,0.527,319.148,1
id9274,a,a,h,0.543,0.726,233.326,1
id9275,d,a,a,0.61,0.273,,0
id9276,d,d,f,0.714,0.512,261.352,1
id9277,b,d,i,0.763,0.226,,0
id9278,f,e,b,0.363,0.433,334.123,1
id9279,h,e,f,0.279,0.517,,0
id9280,b,c,d,0.285,0.319,,0
id9281,c,b,c,0.178,0.599,,0
id9282,e,a,b,0.646,0.609,259.275,1
id9283,g,e,e,0.697,0.455,313.657,1
id9284,b,a,j,0.762,0.403,220.88,1
id9285,h,c,i,0.595,0.387,,0
id9286,b,c,c,0.573,0.567,,0
id9287,f,c,j,0.521,0.493,259.503,1
id9288,h,a,j,0.263,0.597,,0
id9289,d,a,g,0.142,0.613,,0
id9290,f,c,h,0.779,0.458,,0
id9291,d,b,e,0.613,0.521,171.688,1
id9292,b,b,g,0.131,0.746,,0
id9293,b,a,c,0.461,0.408,,0
id9294,f,c,g,0.567,0.276,233.109,1
id9295,e,b,a,0.666,0.44,285.943,1
id9296,c,d,j,0.305,0.571,,0
id9297,g,a,i,0.467,0.449,216.706,1
id9298,d,d,a,0.418,0.376,,0
id9299,b,b,a,0.062,0.53,,0
id9300,a,e,e,0.565,0.317,362.202,1
id9301,e,d,j,0.444,0.604,282.864,1
id9302,b,a,c,0.67,0.45,,0
id9303,g,c,a,0.132,0.581,,0
id9304,h,d,i,0.651,0.382,,0
id9305,a,b,c,0.59,0.421,300.013,1
id9306,d,d,b,0.462,0.461,,0
id9307,d,e,g,0.376,0.52,298.117,1
id9308,f,d,f,0.934,0.497,273.757,1
id9309,c,c,c,0.5,0.625,137.296,1
id9310,d,e,e,0.612,0.489,,0
id9311,h,a,j,0.116,0.541,130.879,1
id9312,g,b,g,0.673,0.562,318.334,1
id9313,a,a,e,0.335,0.349,223.417,1
id9314,a,e,d,0.38,0.459,,0
id9315,c,b,c,0.256,0.375,118.497,1
id9316,b,a,h,0.5,0.323,,0
id9317,d,c,c,0.555,0.596,176.176,1
id9318,e,a,e,0.671,0.468,,0
id9319,h,a,h,0.484,0.459,,0
id9320,b,a,h,0.803,0.203,,0
id9321,g,e,i,0.644,0.552,,0
id9322,a,d,j,0.746,0.378,375.817,1
id9323,c,e,e,0.282,0.529,,0
id9324,g,e,d,0.772,0.486,,0
id9325,d,c,h,0.569,0.55,,0
id9326,d,e,b,0.656,0.49,,0
id9327,h,b,f,0.085,0.607,143.387,1
id9328,e,d,e,0.478,0.606,171.95,1
id9329,d,e,f,0.432,0.521,,0
id9330,b,a,e,0.655,0.433,,0
id9331,d,c,b,0.581,0.655,208.011,1
id9332,e,b,f,0.375,0.538,138.003,1
id9333,d,c,d,0.563,0.53,,0
id9334,h,d,c,0.203,0.633,292.634,1
id9335,h,b,e,0.38,0.651,,0
id9336,d,e,i,0.225,0.545,,0
id9337,d,c,b,0.853,0.457,,0
id9338,d,c,d,0.492,0.474,224.325,1
id9339,g,d,d,0.559,0.418,,0
id9340,g,c,a,0.636,0.556,360.76,1
id9341,h,a,h,0.569,0.564,,0
id9342,c,e,j,0.395,0.669,189.157,1
id9343,e,a,h,0.501,0.441,,0
id9344,d,c,f,0.902,0.544,211.724,1
id9345,g,c,j,0.355,0.556,322.474,1
id9346,e,d,d,0.451,0.479,159.912,1
id9347,b,e,f,0.407,0.49,348.059,1
id9348,f,a,a,0.695,0.513,256.942,1
id9349,b,c,c,0.205,0.654,,0
id9350,c,d,b,0.132,0.638,151.04,1
id9351,c,a,e,0.508,0.525,174.468,1
id9352,g,e,b,0.585,0.545,,0
id9353,a,d,f,0.931,0.388,,0
id9354,c,b,h,0.169,0.735,120.781,1
id9355,h,c,h,0.35,0.66,,0
id9356,b,c,j,0.519,0.412,,0
id9357,a,e,e,0.668,0.614,,0
id9358,a,c,e,0.97,0.287,,0
id9359,c,e,j,0.383,0.506,141.357,1
id9360,d,c,e,0.314,0.545,,0
id9361,d,a,i,0.087,0.861,,0
id9362,h,a,b,0.581,0.584,255.207,1
id9363,b,c,g,0.221,0.563,,0
id9364,g,c,h,0.877,0.468,,0
id9365,e,a,g,0.66,0.664,,0
id9366,a,a,c,0.128,0.816,218.862,1
id9367,e,d,i,0.282,0.566,,0
id9368,e,e,b,0.811,0.439,,0
id9369,a,a,i,0.748,0.372,331.165,1
id9370,b,b,f,0.396,0.59,,0
id9371,g,b,g,0.311,0.435,,0
id9372,e,e,h,0.738,0.297,,0
id9373,g,b,e,0.336,0.546,123.317,1
id9374,h,c,g,0.666,0.462,327.487,1
id9375,c,d,d,0.111,0.408,101.895,1
id9376,e,b,g,0.837,0.623,300.19,1
id9377,a,d,j,0.707,0.573,392.475,1
id9378,e,a,f,0.431,0.449,277.589,1
id9379,d,e,c,0.559,0.469,,0
id9380,d,b,f,0.809,0.444,293.303,1
id9381,h,b,e,0.323,0.424,193.927,1
id9382,d,e,a,0.184,0.499,,0
id9383,a,e,a,0.213,0.567,,0
id9384,f,a,f,0.951,0.2,,0
id9385,b,c,i,0.719,0.344,,0
id9386,b,c,e,0.099,0.538,270.842,1
id9387,f,e,g,0.875,0.498,,0
id9388,f,b,d,0.68,0.563,220.501,1
id9389,d,d,b,0.292,0.584,198.777,1
id9390,g,e,j,0.27,0.333,,0
id9391,b,e,a,0.119,0.486,,0
id9392,g,d,d,0.55,0.427,244.973,1
id9393,e,e,e,0.513,0.545,,0
id9394,f,d,c,0.681,0.294,,0
id9395,d,a,c,0.793,0.405,256.321,1
id9396,h,b,g,0.293,0.499,198.095,1
id9397,g,a,a,0.665,0.411,,0
id9398,g,e,e,0.124,0.701,232.16,1
id9399,g,e,a,0.485,0.462,393.306,1
id9400,f,c,f,0.667,0.225,244.437,1
id9401,d,d,h,0.969,0.345,310.214,1
id9402,h,b,d,0.441,0.505,314.341,1
id9403,h,e,a,0.054,0.565,,0
id9404,h,d,j,0.404,0.392,356.08,1
id9405,c,a,f,0.463,0.528,,0
id9406,a,d,j,0.638,0.535,,0
id9407,b,b,c,0.464,0.356,313.817,1
id9408,c,a,c,0.611,0.45,200.427,1
id9409,f,c,f,0.433,0.564,229.649,1
id9410,a,d,f,0.665,0.731,,0
id9411,d,d,c,0.619,0.395,231.871,1
id9412,a,a,f,0.896,0.487,,0
id9413,f,a,c,0.594,0.477,,0
id9414,b,a,i,0.192,0.523,,0
id9415,h,a,h,0.336,0.442,139.183,1
id9416,b,e,i,0.776,0.517,,0
id9417,f,d,a,0.902,0.331,225.494,1
id9418,e,a,g,0.251,0.736,,0
id9419,b,d,d,0.245,0.608,,0
id9420,g,e,b,0.639,0.406,,0
id9421,h,a,a,0.536,0.514,264.807,1
id9422,a,a,f,0.417,0.375,,0
id9423,d,a,h,0.701,0.546,,0
id9424,f,d,i,0.334,0.508,,0
id9425,g,e,d,0.524,0.588,,0
id9426,a,e,j,0.502,0.37,333.008,1
id9427,g,e,f,0.693,0.366,232.822,1
id9428,f,d,d,0.684,0.579,188.709,1
id9429,a,d,a,0.773,0.364,,0
id9430,g,b,e,0.529,0.539,,0
id9431,c,c,d,0.22,0.718,,0
id9432,d,d,e,0.108,0.693,,0
id9433,a,d,e,0.319,0.442,,0
id9434,c,d,d,0.356,0.432,174.451,1
id9435,f,e,d,0.362,0.58,207.924,1
id9436,f,d,e,0.243,0.416,220.385,1
id9437,a,e,f,0.905,0.378,333.908,1
id9438,g,d,d,0.082,0.661,,0
id9439,a,d,j,0.604,0.764,,0
id9440,b,c,a,0.508,0.528,280.909,1
id9441,h,e,j,0.151,0.488,175.629,1
id9442,f,a,d,0.578,0.544,280.686,1
id9443,f,b,b,0.885,0.511,289.248,1
id9444,f,a,e,0.918,0.399,353.296,1
id9445,b,d,f,0.141,0.38,,0
id9446,f,a,j,0.11,0.608,,0
id9447,g,d,i,0.675,0.52,255.699,1
id9448,e,a,g,0.313,0.56,,0
id9449,g,c,i,0.29,0.445,,0
id9450,h,a,h,0.589,0.628,,0
id9451,c,d,d,0.422,0.381,,0
id9452,c,e,g,0.327,0.719,160.496,1
id9453,g,c,f,0.205,0.495,,0
id9454,b,e,h,0.373,0.559,295.685,1
id9455,h,e,j,0.135,0.54,288.183,1
id9456,h,a,b,0.724,0.461,,0
id9457,d,a,d,0.802,0.38,217.665,1
id9458,h,a,i,0.121,0.616,116.099,1
id9459,e,c,g,0.759,0.385,,0
id9460,a,d,c,0.615,0.447,315.51,1
id9461,f,c,d,0.917,0.424,,0
id9462,h,d,g,0.154,0.57,166.706,1
id9463,d,b,f,0.925,0.23,,0
id9464,g,e,c,0.031,0.685,,0
id9465,g,c,c,0.511,0.346,234.076,1
id9466,g,e,j,0.651,0.382,,0
id9467,c,d,b,0.447,0.512,206.977,1
id9468,g,b,h,0.12,0.421,,0
id9469,e,e,c,0.594,0.443,,0
id9470,a,c,d,0.578,0.32,,0
id9471,b,b,i,0.337,0.439,189.796,1
id9472,b,c,f,0.604,0.396,,0
id9473,a,a,b,0.521,0.507,330.095,1
id9474,b,d,g,0.113,0.62,,0
id9475,b,b,c,0.325,0.483,,0
id9476,c,b,d,0.75,0.227,258.228,1
id9477,g,d,a,0.165,0.526,,0
id9478,a,d,a,0.928,0.397,386.419,1
id9479,b,b,b,0.113,0.599,214.972,1
id9480,d,c,g,0.863,0.497,,0
id9481,c,c,f,0.374,0.364,,0
id9482,b,e,j,0.119,0.52,,0
id9483,c,c,c,0.511,0.658,,0
id9484,f,d,b,0.449,0.595,188.003,1
id9485,h,c,c,0.39,0.372,230.72,1
id9486,b,c,d,0.134,0.56,,0
id9487,d,b,e,0.617,0.39,,0
id9488,b,e,e,0.263,0.538,345.094,1
id9489,e,e,i,0.359,0.308,,0
id9490,a,e,f,0.354,0.638,,0
id9491,e,d,f,0.63,0.43,,0
id9492,c,e,i,0.191,0.528,,0
id9493,b,a,b,0.242,0.38,233.531,1
id9494,b,a,a,0.557,0.529,296.797,1
id9495,d,d,a,0.811,0.367,400.125,1
id9496,c,d,d,0.327,0.542,154.705,1
id9497,f,e,i,0.975,0.272,182.605,1
id9498,g,e,j,0.545,0.591,,0
id9499,b,c,a,0.295,0.507,514.864,1
id9500,e,c,i,0.422,0.342,,0
id9501,b,c,g,0.764,0.425,369.715,1
id9502,c,c,a,0.456,0.572,232.195,1
id9503,h,d,e,0.274,0.404,194.359,1
id9504,a,b,c,0.612,0.69,,0
id9505,e,a,d,0.519,0.372,176.717,1
id9506,a,b,d,0.871,0.411,,0
id9507,a,a,i,0.894,0.212,,0
id9508,h,e,e,0.595,0.52,272.344,1
id9509,f,b,c,0.901,0.441,,0
id9510,h,b,g,0.596,0.461,351.075,1
id9511,b,e,g,0.512,0.607,,0
id9512,a,e,j,0.56,0.47,,0
id9513,b,a,c,0.187,0.316,287.723,1
id9514,b,b,c,0.419,0.497,359.972,1
id9515,f,d,f,0.812,0.561,257.281,1
id9516,d,e,j,0.685,0.459,280.157,1
id9517,c,d,j,0.533,0.414,161.192,1
id9518,b,b,d,0.631,0.193,442.656,1
id9519,b,b,b,0.564,0.52,305.057,1
id9520,a,d,a,0.83,0.324,,0
id9521,e,b,e,0.165,0.726,128.353,1
id9522,d,d,e,0.651,0.538,175.749,1
id9523,f,e,i,0.89,0.467,,0
id9524,d,c,f,0.167,0.436,,0
id9525,e,a,e,0.49,0.665,155.33,1
id9526,g,b,a,0.333,0.465,288.306,1
id9527,e,b,b,0.677,0.422,,0
id9528,e,e,e,0.113,0.377,189.661,1
id9529,f,e,h,0.306,0.638,,0
id9530,f,c,i,0.539,0.414,,0
id9531,h,a,e,0.582,0.562,,0
id9532,e,d,i,0.416,0.562,,0
id9533,g,d,c,0.539,0.367,209.978,1
id9534,c,c,j,0.2,0.547,,0
id9535,d,e,c,0.609,0.59,300.287,1
id9536,c,b,i,0.287,0.383,,0
id9537,f,c,g,0.891,0.463,,0
id9538,a,c,a,0.927,0.362,,0
id9539,g,a,c,0.101,0.485,172.81,1
id9540,h,d,j,0.767,0.523,346.051,1
id9541,b,d,j,0.379,0.688,,0
id9542,g,e,j,0.193,0.629,309.822,1
id9543,b,b,b,0.303,0.651,283.89,1
id9544,b,a,i,0.724,0.612,,0
id9545,e,e,f,0.34,0.635,,0
id9546,b,c,i,0.715,0.365,,0
id9547,g,a,d,0.408,0.217,,0
id9548,h,c,a,0.309,0.682,224.242,1
id9549,e,a,d,0.248,0.634,177.283,1
id9550,g,e,e,0.331,0.575,270.441,1
id9551,g,d,f,0.339,0.624,,0
id9552,a,b,f,0.747,0.395,,0
id9553,b,e,b,0.392,0.516,270.416,1
id9554,c,a,g,0.422,0.514,168.179,1
id9555,e,c,g,0.276,0.687,,0
id9556,h,a,f,0.329,0.463,,0
id9557,g,a,e,0.462,0.359,,0
id9558,b,c,g,0.085,0.579,227.164,1
id9559,d,a,b,0.35,0.409,306.067,1
id9560,h,e,b,0.254,0.401,275.18,1
id9561,h,b,d,0.388,0.521,,0
id9562,c,d,a,0.254,0.47,,0
id9563,f,d,f,0.944,0.611,177.717,1
id9564,g,e,c,0.109,0.461,,0
id9565,a,d,g,0.896,0.25,,0
id9566,f,d,f,0.808,0.499,268.975,1
id9567,d,c,b,0.973,0.482,,0
id9568,a,c,c,0.502,0.262,,0
id9569,e,b,b,0.445,0.315,,0
id9570,e,a,j,0.825,0.538,244.078,1
id9571,e,c,c,0.294,0.428,,0
id9572,d,c,e,0.908,0.33,,0
id9573,g,e,a,0.497,0.467,386.944,1
id9574,b,a,j,0.193,0.639,,0
id9575,c,d,f,0.347,0.573,196.381,1
id9576,b,a,i,0.333,0.641,383.357,1
id9577,f,e,g,0.871,0.606,262.947,1
id9578,a,c,b,0.641,0.435,253.422,1
id9579,g,a,d,0.383,0.359,,0
id9580,a,e,d,0.267,0.361,,0
id9581,h,c,g,0.413,0.478,,0
id9582,c,e,a,0.319,0.619,,0
id9583,g,e,i,0.501,0.389,,0
id9584,c,c,e,0.085,0.511,81.205,1
id9585,h,c,f,0.309,0.717,,0
id9586,b,a,j,0.277,0.577,,0
id9587,b,b,i,0.441,0.564,,0
id9588,e,d,g,0.872,0.233,,0
id9589,b,d,g,0.354,0.494,294.928,1
id9590,e,c,b,0.174,0.501,,0
id9591,d,e,e,0.932,0.324,,0
id9592,h,a,c,0.343,0.643,,0
id9593,d,d,g,0.614,0.427,,0
id9594,h,d,a,0.194,0.558,300.066,1
id9595,h,a,j,0.373,0.49,,0
id9596,a,e,d,0.389,0.598,296.141,1
id9597,b,b,d,0.545,0.553,,0
id9598,e,c,f,0.824,0.391,235.274,1
id9599,c,b,h,0.119,0.677,,0
id9600,d,c,e,0.839,0.272,,0
id9601,a,c,f,0.396,0.587,,0
id9602,d,a,d,0.734,0.094,218.215,1
id9603,h,c,i,0.382,0.34,282.198,1
id9604,g,d,b,0.637,0.279,,0
id9605,d,a,g,0.676,0.544,,0
id9606,e,b,b,0.683,0.514,,0
id9607,c,e,b,0.191,0.365,245.184,1
id9608,a,a,e,0.721,0.574,296.864,1
id9609,a,b,h,0.597,0.639,,0
id9610,h,a,d,0.298,0.53,167.72,1
id9611,a,c,d,0.964,0.338,284.692,1
id9612,c,a,c,0.118,0.665,167.817,1
id9613,b,d,h,0.667,0.332,457.053,1
id9614,d,a,f,0.832,0.41,,0
id9615,e,b,a,0.304,0.623,177.324,1
id9616,h,d,g,0.255,0.667,194.422,1
id9617,d,d,h,0.862,0.374,185.844,1
id9618,b,b,i,0.36,0.465,,0
id9619,e,a,c,0.529,0.38,,0
id9620,c,e,h,0.221,0.634,129.776,1
id9621,d,a,i,0.719,0.506,,0
id9622,d,c,e,0.889,0.398,,0
id9623,f,d,i,0.576,0.568,209.645,1
id9624,b,c,f,0.83,0.61,,0
id9625,a,a,c,0.992,0.357,,0
id9626,d,e,b,0.729,0.569,,0
id9627,b,b,h,0.364,0.626,,0
id9628,d,d,e,0.796,0.382,,0
id9629,b,c,a,0.458,0.197,353.739,1
id9630,d,c,i,0.89,0.358,,0
id9631,b,e,j,0.416,0.534,280.154,1
id9632,b,d,i,0.464,0.662,,0
id9633,h,c,b,0.187,0.485,175.512,1
id9634,f,d,f,0.297,0.472,132.915,1
id9635,h,a,b,0.344,0.55,,0
id9636,g,b,h,0.124,0.519,,0
id9637,b,b,b,0.783,0.46,,0
id9638,b,a,i,0.583,0.583,373.464,1
id9639,a,d,b,0.732,0.386,,0
id9640,d,b,j,0.198,0.448,,0
id9641,e,d,f,0.195,0.55,,0
id9642,d,a,d,0.312,0.545,,0
id9643,h,b,j,0.327,0.44,,0
id9644,h,b,d,0.873,0.337,256.501,1
id9645,c,a,b,0.617,0.461,,0
id9646,d,d,b,0.243,0.584,,0
id9647,c,e,i,0.146,0.546,,0
id9648,h,c,a,0.368,0.46,,0
id9649,h,d,h,0.281,0.477,,0
id9650,a,e,c,0.299,0.465,,0
id9651,c,d,j,0.358,0.694,220.634,1
id9652,a,b,f,0.858,0.397,352.314,1
id9653,b,d,h,0.858,0.349,,0
id9654,c,b,b,0.25,0.516,188.526,1
id9655,f,a,i,0.965,0.427,312.384,1
id9656,a,e,e,0.771,0.381,,0
id9657,c,b,j,0.235,0.507,,0
id9658,d,d,d,0.564,0.39,289.37,1
id9659,g,d,c,0.2,0.715,276.604,1
id9660,d,b,d,0.681,0.319,,0
id9661,d,a,c,0.978,0.584,328.554,1
id9662,c,a,c,0.179,0.549,,0
id9663,c,e,a,0.504,0.365,,0
id9664,a,e,d,0.554,0.485,300.945,1
id9665,f,c,d,0.386,0.213,168.287,1
